Date of Purchase,Company,Amount,Category,Parent Company,Place,company_id
08/May/2019,KEVENTER FOODPARK INFRA LIMITED,"1,00,00,000",FMCG,Keventer Group,,U74999WB2010PLC150687
08/May/2019,KEVENTER FOODPARK INFRA LIMITED,"1,00,00,000",FMCG,Keventer Group,,U74999WB2010PLC150688
08/May/2019,KEVENTER FOODPARK INFRA LIMITED,"1,00,00,000",FMCG,Keventer Group,,U74999WB2010PLC150689
08/May/2019,KEVENTER FOODPARK INFRA LIMITED,"1,00,00,000",FMCG,Keventer Group,,U74999WB2010PLC150690
08/May/2019,KEVENTER FOODPARK INFRA LIMITED,"1,00,00,000",FMCG,Keventer Group,,U74999WB2010PLC150691
08/May/2019,KEVENTER FOODPARK INFRA LIMITED,"1,00,00,000",FMCG,Keventer Group,,U74999WB2010PLC150692
08/May/2019,KEVENTER FOODPARK INFRA LIMITED,"1,00,00,000",FMCG,Keventer Group,,U74999WB2010PLC150693
08/May/2019,KEVENTER FOODPARK INFRA LIMITED,"1,00,00,000",FMCG,Keventer Group,,U74999WB2010PLC150694
08/May/2019,KEVENTER FOODPARK INFRA LIMITED,"1,00,00,000",FMCG,Keventer Group,,U74999WB2010PLC150695
08/May/2019,KEVENTER FOODPARK INFRA LIMITED,"1,00,00,000",FMCG,Keventer Group,,U74999WB2010PLC150696
08/May/2019,KEVENTER FOODPARK INFRA LIMITED,"1,00,00,000",FMCG,Keventer Group,,U74999WB2010PLC150697
08/May/2019,KEVENTER FOODPARK INFRA LIMITED,"1,00,00,000",FMCG,Keventer Group,,U74999WB2010PLC150698
08/May/2019,KEVENTER FOODPARK INFRA LIMITED,"1,00,00,000",FMCG,Keventer Group,,U74999WB2010PLC150699
08/May/2019,KEVENTER FOODPARK INFRA LIMITED,"1,00,00,000",FMCG,Keventer Group,,U74999WB2010PLC150700
08/May/2019,KEVENTER FOODPARK INFRA LIMITED,"1,00,00,000",FMCG,Keventer Group,,U74999WB2010PLC150701
08/May/2019,KEVENTER FOODPARK INFRA LIMITED,"1,00,00,000",FMCG,Keventer Group,,U74999WB2010PLC150702
08/May/2019,KEVENTER FOODPARK INFRA LIMITED,"1,00,00,000",FMCG,Keventer Group,,U74999WB2010PLC150703
08/May/2019,KEVENTER FOODPARK INFRA LIMITED,"1,00,00,000",FMCG,Keventer Group,,U74999WB2010PLC150704
08/May/2019,KEVENTER FOODPARK INFRA LIMITED,"1,00,00,000",FMCG,Keventer Group,,U74999WB2010PLC150705
08/May/2019,KEVENTER FOODPARK INFRA LIMITED,"1,00,00,000",FMCG,Keventer Group,,U74999WB2010PLC150706
08/May/2019,KEVENTER FOODPARK INFRA LIMITED,"1,00,00,000",FMCG,Keventer Group,,U74999WB2010PLC150707
08/May/2019,KEVENTER FOODPARK INFRA LIMITED,"1,00,00,000",FMCG,Keventer Group,,U74999WB2010PLC150708
08/May/2019,KEVENTER FOODPARK INFRA LIMITED,"1,00,00,000",FMCG,Keventer Group,,U74999WB2010PLC150709
08/May/2019,KEVENTER FOODPARK INFRA LIMITED,"1,00,00,000",FMCG,Keventer Group,,U74999WB2010PLC150710
08/May/2019,KEVENTER FOODPARK INFRA LIMITED,"1,00,00,000",FMCG,Keventer Group,,U74999WB2010PLC150711
08/May/2019,KEVENTER FOODPARK INFRA LIMITED,"1,00,00,000",FMCG,Keventer Group,,U74999WB2010PLC150712
08/May/2019,KEVENTER FOODPARK INFRA LIMITED,"1,00,00,000",FMCG,Keventer Group,,U74999WB2010PLC150713
08/May/2019,KEVENTER FOODPARK INFRA LIMITED,"1,00,00,000",FMCG,Keventer Group,,U74999WB2010PLC150714
08/May/2019,KEVENTER FOODPARK INFRA LIMITED,"1,00,00,000",FMCG,Keventer Group,,U74999WB2010PLC150715
08/May/2019,KEVENTER FOODPARK INFRA LIMITED,"1,00,00,000",FMCG,Keventer Group,,U74999WB2010PLC150716
08/May/2019,KEVENTER FOODPARK INFRA LIMITED,"1,00,00,000",FMCG,Keventer Group,,U74999WB2010PLC150717
08/May/2019,KEVENTER FOODPARK INFRA LIMITED,"1,00,00,000",FMCG,Keventer Group,,U74999WB2010PLC150718
08/May/2019,KEVENTER FOODPARK INFRA LIMITED,"1,00,00,000",FMCG,Keventer Group,,U74999WB2010PLC150719
08/May/2019,KEVENTER FOODPARK INFRA LIMITED,"1,00,00,000",FMCG,Keventer Group,,U74999WB2010PLC150720
08/May/2019,KEVENTER FOODPARK INFRA LIMITED,"1,00,00,000",FMCG,Keventer Group,,U74999WB2010PLC150721
08/May/2019,KEVENTER FOODPARK INFRA LIMITED,"1,00,00,000",FMCG,Keventer Group,,U74999WB2010PLC150722
08/May/2019,KEVENTER FOODPARK INFRA LIMITED,"1,00,00,000",FMCG,Keventer Group,,U74999WB2010PLC150723
08/May/2019,KEVENTER FOODPARK INFRA LIMITED,"1,00,00,000",FMCG,Keventer Group,,U74999WB2010PLC150724
08/May/2019,KEVENTER FOODPARK INFRA LIMITED,"1,00,00,000",FMCG,Keventer Group,,U74999WB2010PLC150725
08/May/2019,KEVENTER FOODPARK INFRA LIMITED,"1,00,00,000",FMCG,Keventer Group,,U74999WB2010PLC150726
08/May/2019,KEVENTER FOODPARK INFRA LIMITED,"1,00,00,000",FMCG,Keventer Group,,U74999WB2010PLC150727
08/May/2019,KEVENTER FOODPARK INFRA LIMITED,"1,00,00,000",FMCG,Keventer Group,,U74999WB2010PLC150728
08/May/2019,KEVENTER FOODPARK INFRA LIMITED,"1,00,00,000",FMCG,Keventer Group,,U74999WB2010PLC150729
08/May/2019,KEVENTER FOODPARK INFRA LIMITED,"1,00,00,000",FMCG,Keventer Group,,U74999WB2010PLC150730
08/May/2019,KISHAN M AGARWAL,"10,00,000",individuals,Others,,
08/May/2019,M R F LIMITED,"1,00,000",Tyre,MRF,Chennai,
08/May/2019,M R F LIMITED,"10,00,000",Tyre,MRF,Chennai,
08/May/2019,M R F LIMITED,"1,00,000",Tyre,MRF,Chennai,
08/May/2019,M R F LIMITED,"1,00,000",Tyre,MRF,Chennai,
08/May/2019,M R F LIMITED,"1,00,000",Tyre,MRF,Chennai,
08/May/2019,M R F LIMITED,"1,00,000",Tyre,MRF,Chennai,
08/May/2019,MADANLAL LTD.,"1,00,00,000",real estate,Keventer Group,,L51909WB1983PLC036288
08/May/2019,MADANLAL LTD.,"1,00,00,000",real estate,Keventer Group,,L51909WB1983PLC036289
08/May/2019,MADANLAL LTD.,"1,00,00,000",real estate,Keventer Group,,L51909WB1983PLC036290
08/May/2019,MADANLAL LTD.,"1,00,00,000",real estate,Keventer Group,,L51909WB1983PLC036291
08/May/2019,MADANLAL LTD.,"1,00,00,000",real estate,Keventer Group,,L51909WB1983PLC036292
08/May/2019,MADANLAL LTD.,"1,00,00,000",real estate,Keventer Group,,L51909WB1983PLC036293
08/May/2019,MADANLAL LTD.,"1,00,00,000",real estate,Keventer Group,,L51909WB1983PLC036294
08/May/2019,MADANLAL LTD.,"1,00,00,000",real estate,Keventer Group,,L51909WB1983PLC036295
08/May/2019,MADANLAL LTD.,"1,00,00,000",real estate,Keventer Group,,L51909WB1983PLC036296
08/May/2019,MADANLAL LTD.,"1,00,00,000",real estate,Keventer Group,,L51909WB1983PLC036297
08/May/2019,MADANLAL LTD.,"1,00,00,000",real estate,Keventer Group,,L51909WB1983PLC036298
08/May/2019,MADANLAL LTD.,"1,00,00,000",real estate,Keventer Group,,L51909WB1983PLC036299
08/May/2019,MADANLAL LTD.,"1,00,00,000",real estate,Keventer Group,,L51909WB1983PLC036300
08/May/2019,MADANLAL LTD.,"1,00,00,000",real estate,Keventer Group,,L51909WB1983PLC036301
08/May/2019,MADANLAL LTD.,"1,00,00,000",real estate,Keventer Group,,L51909WB1983PLC036302
08/May/2019,MADANLAL LTD.,"1,00,00,000",real estate,Keventer Group,,L51909WB1983PLC036303
08/May/2019,MADANLAL LTD.,"1,00,00,000",real estate,Keventer Group,,L51909WB1983PLC036304
08/May/2019,MADANLAL LTD.,"1,00,00,000",real estate,Keventer Group,,L51909WB1983PLC036305
08/May/2019,MADANLAL LTD.,"1,00,00,000",real estate,Keventer Group,,L51909WB1983PLC036306
08/May/2019,MADANLAL LTD.,"1,00,00,000",real estate,Keventer Group,,L51909WB1983PLC036307
08/May/2019,MADANLAL LTD.,"1,00,00,000",real estate,Keventer Group,,L51909WB1983PLC036308
08/May/2019,MADANLAL LTD.,"1,00,00,000",real estate,Keventer Group,,L51909WB1983PLC036309
08/May/2019,MADANLAL LTD.,"1,00,00,000",real estate,Keventer Group,,L51909WB1983PLC036310
08/May/2019,MADANLAL LTD.,"1,00,00,000",real estate,Keventer Group,,L51909WB1983PLC036311
08/May/2019,MADANLAL LTD.,"1,00,00,000",real estate,Keventer Group,,L51909WB1983PLC036312
08/May/2019,MADANLAL LTD.,"1,00,00,000",real estate,Keventer Group,,L51909WB1983PLC036313
08/May/2019,MADANLAL LTD.,"1,00,00,000",real estate,Keventer Group,,L51909WB1983PLC036314
08/May/2019,MADANLAL LTD.,"1,00,00,000",real estate,Keventer Group,,L51909WB1983PLC036315
08/May/2019,MADANLAL LTD.,"1,00,00,000",real estate,Keventer Group,,L51909WB1983PLC036316
08/May/2019,MADANLAL LTD.,"1,00,00,000",real estate,Keventer Group,,L51909WB1983PLC036317
08/May/2019,MADANLAL LTD.,"1,00,00,000",real estate,Keventer Group,,L51909WB1983PLC036318
08/May/2019,MADANLAL LTD.,"1,00,00,000",real estate,Keventer Group,,L51909WB1983PLC036319
08/May/2019,MADANLAL LTD.,"1,00,00,000",real estate,Keventer Group,,L51909WB1983PLC036320
08/May/2019,MADANLAL LTD.,"1,00,00,000",real estate,Keventer Group,,L51909WB1983PLC036321
08/May/2019,MADANLAL LTD.,"1,00,00,000",real estate,Keventer Group,,L51909WB1983PLC036322
08/May/2019,MADANLAL LTD.,"1,00,00,000",real estate,Keventer Group,,L51909WB1983PLC036323
08/May/2019,MADANLAL LTD.,"1,00,00,000",real estate,Keventer Group,,L51909WB1983PLC036324
08/May/2019,MADANLAL LTD.,"1,00,00,000",real estate,Keventer Group,,L51909WB1983PLC036325
08/May/2019,MADANLAL LTD.,"1,00,00,000",real estate,Keventer Group,,L51909WB1983PLC036326
08/May/2019,MADANLAL LTD.,"1,00,00,000",real estate,Keventer Group,,L51909WB1983PLC036327
08/May/2019,MADANLAL LTD.,"1,00,00,000",real estate,Keventer Group,,L51909WB1983PLC036328
08/May/2019,MADANLAL LTD.,"1,00,00,000",real estate,Keventer Group,,L51909WB1983PLC036329
08/May/2019,MADANLAL LTD.,"1,00,00,000",real estate,Keventer Group,,L51909WB1983PLC036330
08/May/2019,MADANLAL LTD.,"1,00,00,000",real estate,Keventer Group,,L51909WB1983PLC036331
08/May/2019,MADANLAL LTD.,"1,00,00,000",real estate,Keventer Group,,L51909WB1983PLC036332
08/May/2019,MADANLAL LTD.,"1,00,00,000",real estate,Keventer Group,,L51909WB1983PLC036333
08/May/2019,MADANLAL LTD.,"1,00,00,000",real estate,Keventer Group,,L51909WB1983PLC036334
08/May/2019,MADANLAL LTD.,"1,00,00,000",real estate,Keventer Group,,L51909WB1983PLC036335
08/May/2019,MADANLAL LTD.,"1,00,00,000",real estate,Keventer Group,,L51909WB1983PLC036336
08/May/2019,MADANLAL LTD.,"1,00,00,000",real estate,Keventer Group,,L51909WB1983PLC036337
08/May/2019,MADANLAL LTD.,"1,00,00,000",real estate,Keventer Group,,L51909WB1983PLC036338
08/May/2019,MADANLAL LTD.,"1,00,00,000",real estate,Keventer Group,,L51909WB1983PLC036339
08/May/2019,MADANLAL LTD.,"1,00,00,000",real estate,Keventer Group,,L51909WB1983PLC036340
08/May/2019,MADANLAL LTD.,"1,00,00,000",real estate,Keventer Group,,L51909WB1983PLC036341
08/May/2019,MADANLAL LTD.,"1,00,00,000",real estate,Keventer Group,,L51909WB1983PLC036342
08/May/2019,MADANLAL LTD.,"1,00,00,000",real estate,Keventer Group,,L51909WB1983PLC036343
08/May/2019,MADANLAL LTD.,"1,00,00,000",real estate,Keventer Group,,L51909WB1983PLC036344
08/May/2019,MADANLAL LTD.,"1,00,00,000",real estate,Keventer Group,,L51909WB1983PLC036345
08/May/2019,MADANLAL LTD.,"1,00,00,000",real estate,Keventer Group,,L51909WB1983PLC036346
08/May/2019,MADANLAL LTD.,"1,00,00,000",real estate,Keventer Group,,L51909WB1983PLC036347
08/May/2019,MADANLAL LTD.,"1,00,00,000",real estate,Keventer Group,,L51909WB1983PLC036348
08/May/2019,MADANLAL LTD.,"1,00,00,000",real estate,Keventer Group,,L51909WB1983PLC036349
08/May/2019,MADANLAL LTD.,"1,00,00,000",real estate,Keventer Group,,L51909WB1983PLC036350
08/May/2019,MADANLAL LTD.,"1,00,00,000",real estate,Keventer Group,,L51909WB1983PLC036351
08/May/2019,MADANLAL LTD.,"1,00,00,000",real estate,Keventer Group,,L51909WB1983PLC036352
08/May/2019,MADANLAL LTD.,"1,00,00,000",real estate,Keventer Group,,L51909WB1983PLC036353
08/May/2019,MADANLAL LTD.,"1,00,00,000",real estate,Keventer Group,,L51909WB1983PLC036354
08/May/2019,MADANLAL LTD.,"1,00,00,000",real estate,Keventer Group,,L51909WB1983PLC036355
08/May/2019,MADANLAL LTD.,"1,00,00,000",real estate,Keventer Group,,L51909WB1983PLC036356
08/May/2019,MADANLAL LTD.,"1,00,00,000",real estate,Keventer Group,,L51909WB1983PLC036357
08/May/2019,MADANLAL LTD.,"1,00,00,000",real estate,Keventer Group,,L51909WB1983PLC036358
08/May/2019,MADANLAL LTD.,"1,00,00,000",real estate,Keventer Group,,L51909WB1983PLC036359
08/May/2019,MADANLAL LTD.,"1,00,00,000",real estate,Keventer Group,,L51909WB1983PLC036360
08/May/2019,MADANLAL LTD.,"1,00,00,000",real estate,Keventer Group,,L51909WB1983PLC036361
08/May/2019,MADANLAL LTD.,"1,00,00,000",real estate,Keventer Group,,L51909WB1983PLC036362
08/May/2019,MADANLAL LTD.,"1,00,00,000",real estate,Keventer Group,,L51909WB1983PLC036363
08/May/2019,MADANLAL LTD.,"1,00,00,000",real estate,Keventer Group,,L51909WB1983PLC036364
08/May/2019,MADANLAL LTD.,"1,00,00,000",real estate,Keventer Group,,L51909WB1983PLC036365
08/May/2019,MADANLAL LTD.,"1,00,00,000",real estate,Keventer Group,,L51909WB1983PLC036366
08/May/2019,MADANLAL LTD.,"1,00,00,000",real estate,Keventer Group,,L51909WB1983PLC036367
08/May/2019,MADANLAL LTD.,"1,00,00,000",real estate,Keventer Group,,L51909WB1983PLC036368
08/May/2019,MADANLAL LTD.,"1,00,00,000",real estate,Keventer Group,,L51909WB1983PLC036369
08/May/2019,MADANLAL LTD.,"1,00,00,000",real estate,Keventer Group,,L51909WB1983PLC036370
08/May/2019,MADANLAL LTD.,"1,00,00,000",real estate,Keventer Group,,L51909WB1983PLC036371
08/May/2019,MADANLAL LTD.,"1,00,00,000",real estate,Keventer Group,,L51909WB1983PLC036372
08/May/2019,MADANLAL LTD.,"1,00,00,000",real estate,Keventer Group,,L51909WB1983PLC036373
08/May/2019,MADANLAL LTD.,"1,00,00,000",real estate,Keventer Group,,L51909WB1983PLC036374
08/May/2019,MADANLAL LTD.,"1,00,00,000",real estate,Keventer Group,,L51909WB1983PLC036375
08/May/2019,MADANLAL LTD.,"1,00,00,000",real estate,Keventer Group,,L51909WB1983PLC036376
08/May/2019,MADANLAL LTD.,"1,00,00,000",real estate,Keventer Group,,L51909WB1983PLC036377
08/May/2019,MADANLAL LTD.,"1,00,00,000",real estate,Keventer Group,,L51909WB1983PLC036378
08/May/2019,MADANLAL LTD.,"1,00,00,000",real estate,Keventer Group,,L51909WB1983PLC036379
08/May/2019,MADANLAL LTD.,"1,00,00,000",real estate,Keventer Group,,L51909WB1983PLC036380
08/May/2019,MADANLAL LTD.,"1,00,00,000",real estate,Keventer Group,,L51909WB1983PLC036381
08/May/2019,MADANLAL LTD.,"1,00,00,000",real estate,Keventer Group,,L51909WB1983PLC036382
08/May/2019,MADANLAL LTD.,"1,00,00,000",real estate,Keventer Group,,L51909WB1983PLC036383
08/May/2019,MADANLAL LTD.,"1,00,00,000",real estate,Keventer Group,,L51909WB1983PLC036384
08/May/2019,MADANLAL LTD.,"1,00,00,000",real estate,Keventer Group,,L51909WB1983PLC036385
08/May/2019,MADANLAL LTD.,"1,00,00,000",real estate,Keventer Group,,L51909WB1983PLC036386
08/May/2019,MADANLAL LTD.,"1,00,00,000",real estate,Keventer Group,,L51909WB1983PLC036387
08/May/2019,MADANLAL LTD.,"1,00,00,000",real estate,Keventer Group,,L51909WB1983PLC036388
08/May/2019,MADANLAL LTD.,"1,00,00,000",real estate,Keventer Group,,L51909WB1983PLC036389
08/May/2019,MADANLAL LTD.,"1,00,00,000",real estate,Keventer Group,,L51909WB1983PLC036390
08/May/2019,MADANLAL LTD.,"1,00,00,000",real estate,Keventer Group,,L51909WB1983PLC036391
08/May/2019,MADANLAL LTD.,"1,00,00,000",real estate,Keventer Group,,L51909WB1983PLC036392
08/May/2019,MADANLAL LTD.,"1,00,00,000",real estate,Keventer Group,,L51909WB1983PLC036393
08/May/2019,MADANLAL LTD.,"1,00,00,000",real estate,Keventer Group,,L51909WB1983PLC036394
08/May/2019,MADANLAL LTD.,"1,00,00,000",real estate,Keventer Group,,L51909WB1983PLC036395
08/May/2019,MADANLAL LTD.,"1,00,00,000",real estate,Keventer Group,,L51909WB1983PLC036396
08/May/2019,MADANLAL LTD.,"1,00,00,000",real estate,Keventer Group,,L51909WB1983PLC036397
08/May/2019,SARITA MIRANIA AGARWAL,"10,00,000",individuals,Others,,
08/May/2019,SEEMA MIRANIA AGARWAL,"10,00,000",individuals,Others,,
08/May/2019,SHANKARRESOURCESPVTLTD,"1,00,00,000",Others,Others,,
08/May/2019,SHANKARRESOURCESPVTLTD,"1,00,00,000",Others,Others,,
08/May/2019,SHANKARRESOURCESPVTLTD,"1,00,00,000",Others,Others,,
08/May/2019,SHANKARRESOURCESPVTLTD,"1,00,00,000",Others,Others,,
08/May/2019,SHANKARRESOURCESPVTLTD,"1,00,00,000",Others,Others,,
08/May/2019,SHREE CEMENT LIMITED,"10,00,000",Cement,Others,,
08/May/2019,SHREE CEMENT LIMITED,"10,00,000",Cement,Others,,
08/May/2019,SHREE CEMENT LIMITED,"10,00,000",Cement,Others,,
08/May/2019,SHREE CEMENT LIMITED,"10,00,000",Cement,Others,,
08/May/2019,SHREE CEMENT LIMITED,"10,00,000",Cement,Others,,
08/May/2019,SHREE CEMENT LIMITED,"1,00,00,000",Cement,Others,,
08/May/2019,SITARA DIAMOND PRIVATE LIMITED,"10,00,000",Others,Others,,
08/May/2019,SITARA DIAMOND PRIVATE LIMITED,"10,00,000",Others,Others,,
08/May/2019,SITARA DIAMOND PRIVATE LIMITED,"10,00,000",Others,Others,,
08/May/2019,SITARA DIAMOND PRIVATE LIMITED,"10,00,000",Others,Others,,
08/May/2019,SITARA DIAMOND PRIVATE LIMITED,"10,00,000",Others,Others,,
08/May/2019,SUN PHARMA LABORATORIES LTD,"1,00,00,000",pharmaceutical,Others,,
08/May/2019,SUN PHARMA LABORATORIES LTD,"1,00,00,000",pharmaceutical,Others,,
08/May/2019,SUN PHARMA LABORATORIES LTD,"1,00,00,000",pharmaceutical,Others,,
08/May/2019,SUN PHARMA LABORATORIES LTD,"1,00,00,000",pharmaceutical,Others,,
08/May/2019,SUN PHARMA LABORATORIES LTD,"1,00,00,000",pharmaceutical,Others,,
08/May/2019,SUN PHARMA LABORATORIES LTD,"1,00,00,000",pharmaceutical,Others,,
08/May/2019,SUN PHARMA LABORATORIES LTD,"1,00,00,000",pharmaceutical,Others,,
08/May/2019,SUN PHARMA LABORATORIES LTD,"1,00,00,000",pharmaceutical,Others,,
08/May/2019,SUN PHARMA LABORATORIES LTD,"1,00,00,000",pharmaceutical,Others,,
08/May/2019,SUN PHARMA LABORATORIES LTD,"1,00,00,000",pharmaceutical,Others,,
08/May/2019,SWAL CORPORATION LIMITED,"1,00,00,000",Others,Others,,
08/May/2019,SWAL CORPORATION LIMITED,"1,00,00,000",Others,Others,,
08/May/2019,SWAL CORPORATION LIMITED,"1,00,00,000",Others,Others,,
08/May/2019,SWAL CORPORATION LIMITED,"1,00,00,000",Others,Others,,
08/May/2019,SWAL CORPORATION LIMITED,"1,00,00,000",Others,Others,,
09/May/2019,HIND TERMINALS PVT LTD,"1,00,00,000",Others,Others,,
09/May/2019,INFOTELACCESSENTERPRISESPL00108,"1,00,00,000",Others,Others,,
09/May/2019,INFOTELACCESSENTERPRISESPL00108,"1,00,00,000",Others,Others,,
09/May/2019,INFOTELACCESSENTERPRISESPL00108,"1,00,00,000",Others,Others,,
09/May/2019,INFOTELACCESSENTERPRISESPL00108,"1,00,00,000",Others,Others,,
09/May/2019,INFOTELACCESSENTERPRISESPL00108,"1,00,00,000",Others,Others,,
09/May/2019,INFOTELBUSINESSSOLUTIONSLTDBR,"1,00,00,000",Others,Others,,
09/May/2019,INFOTELBUSINESSSOLUTIONSLTDBR,"1,00,00,000",Others,Others,,
09/May/2019,INFOTELBUSINESSSOLUTIONSLTDBR,"1,00,00,000",Others,Others,,
09/May/2019,INFOTELBUSINESSSOLUTIONSLTDBR,"1,00,00,000",Others,Others,,
09/May/2019,INFOTELBUSINESSSOLUTIONSLTDBR,"1,00,00,000",Others,Others,,
09/May/2019,INFOTELBUSINESSSOLUTIONSLTDBR,"1,00,00,000",Others,Others,,
09/May/2019,INFOTELBUSINESSSOLUTIONSLTDBR,"1,00,00,000",Others,Others,,
09/May/2019,INFOTELBUSINESSSOLUTIONSLTDBR,"1,00,00,000",Others,Others,,
09/May/2019,INFOTELBUSINESSSOLUTIONSLTDBR,"1,00,00,000",Others,Others,,
09/May/2019,INFOTELBUSINESSSOLUTIONSLTDBR,"1,00,00,000",Others,Others,,
09/May/2019,INFOTELBUSINESSSOLUTIONSLTDBR,"1,00,00,000",Others,Others,,
09/May/2019,INFOTELBUSINESSSOLUTIONSLTDBR,"1,00,00,000",Others,Others,,
09/May/2019,INFOTELBUSINESSSOLUTIONSLTDBR,"1,00,00,000",Others,Others,,
09/May/2019,INFOTELBUSINESSSOLUTIONSLTDBR,"1,00,00,000",Others,Others,,
09/May/2019,INFOTELBUSINESSSOLUTIONSLTDBR,"1,00,00,000",Others,Others,,
09/May/2019,INFOTELTECHNOLOGIESPRIVATELIMITE,"1,00,00,000",Others,Others,,
09/May/2019,INFOTELTECHNOLOGIESPRIVATELIMITE,"1,00,00,000",Others,Others,,
09/May/2019,INFOTELTECHNOLOGIESPRIVATELIMITE,"1,00,00,000",Others,Others,,
09/May/2019,INFOTELTECHNOLOGIESPRIVATELIMITE,"1,00,00,000",Others,Others,,
09/May/2019,INFOTELTECHNOLOGIESPRIVATELIMITE,"1,00,00,000",Others,Others,,
09/May/2019,INFOTELTECHNOLOGIESPRIVATELIMITE,"1,00,00,000",Others,Others,,
09/May/2019,INFOTELTECHNOLOGIESPRIVATELIMITE,"1,00,00,000",Others,Others,,
09/May/2019,INFOTELTECHNOLOGIESPRIVATELIMITE,"1,00,00,000",Others,Others,,
09/May/2019,INFOTELTECHNOLOGIESPRIVATELIMITE,"1,00,00,000",Others,Others,,
09/May/2019,INFOTELTECHNOLOGIESPRIVATELIMITE,"1,00,00,000",Others,Others,,
09/May/2019,KAYPEE ENTERPRISES,"1,00,00,000",Others,Others,,
09/May/2019,KAYPEE ENTERPRISES,"1,00,00,000",Others,Others,,
09/May/2019,KAYPEE ENTERPRISES,"1,00,00,000",Others,Others,,
09/May/2019,KAYPEE ENTERPRISES,"1,00,00,000",Others,Others,,
09/May/2019,KAYPEE ENTERPRISES,"1,00,00,000",Others,Others,,
09/May/2019,KEC INTERNATIONAL LIMITED,"1,00,00,000",Others,Others,,
09/May/2019,KEC INTERNATIONAL LIMITED,"1,00,00,000",Others,Others,,
09/May/2019,KEC INTERNATIONAL LIMITED,"1,00,00,000",Others,Others,,
09/May/2019,KEC INTERNATIONAL LIMITED,"1,00,00,000",Others,Others,,
09/May/2019,KEC INTERNATIONAL LIMITED,"1,00,00,000",Others,Others,,
09/May/2019,KEC INTERNATIONAL LIMITED,"1,00,00,000",Others,Others,,
09/May/2019,KEC INTERNATIONAL LIMITED,"1,00,00,000",Others,Others,,
09/May/2019,KEC INTERNATIONAL LIMITED,"1,00,00,000",Others,Others,,
09/May/2019,KEC INTERNATIONAL LIMITED,"1,00,00,000",Others,Others,,
09/May/2019,KEC INTERNATIONAL LIMITED,"1,00,00,000",Others,Others,,
09/May/2019,KEC INTERNATIONAL LIMITED,"1,00,00,000",Others,Others,,
09/May/2019,LUMAX INDUSTRIES LIMITED,"1,00,00,000",Others,Others,,
09/May/2019,LUMAX INDUSTRIES LIMITED,"1,00,00,000",Others,Others,,
09/May/2019,M/SKJS AHLUWALIA,"1,00,00,000",Others,Others,,
09/May/2019,M/SKJS AHLUWALIA,"1,00,00,000",Others,Others,,
09/May/2019,M/SKJS AHLUWALIA,"1,00,00,000",Others,Others,,
09/May/2019,M/SKJS AHLUWALIA,"1,00,00,000",Others,Others,,
09/May/2019,M/SKJS AHLUWALIA,"1,00,00,000",Others,Others,,
09/May/2019,M/SKJS AHLUWALIA,"1,00,00,000",Others,Others,,
09/May/2019,M/SKJS AHLUWALIA,"1,00,00,000",Others,Others,,
09/May/2019,M/SKJS AHLUWALIA,"1,00,00,000",Others,Others,,
09/May/2019,M/SKJS AHLUWALIA,"1,00,00,000",Others,Others,,
09/May/2019,M/SKJS AHLUWALIA,"1,00,00,000",Others,Others,,
09/May/2019,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,"1,00,00,000",Construction,MEIL,,U45202TG2006PLC050361
09/May/2019,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,"1,00,00,000",Construction,MEIL,,U45202TG2006PLC050362
09/May/2019,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,"1,00,00,000",Construction,MEIL,,U45202TG2006PLC050363
09/May/2019,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,"1,00,00,000",Construction,MEIL,,U45202TG2006PLC050364
09/May/2019,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,"1,00,00,000",Construction,MEIL,,U45202TG2006PLC050365
09/May/2019,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,"1,00,00,000",Construction,MEIL,,U45202TG2006PLC050366
09/May/2019,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,"1,00,00,000",Construction,MEIL,,U45202TG2006PLC050367
09/May/2019,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,"1,00,00,000",Construction,MEIL,,U45202TG2006PLC050368
09/May/2019,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,"1,00,00,000",Construction,MEIL,,U45202TG2006PLC050369
09/May/2019,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,"1,00,00,000",Construction,MEIL,,U45202TG2006PLC050370
09/May/2019,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,"1,00,00,000",Construction,MEIL,,U45202TG2006PLC050371
09/May/2019,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,"1,00,00,000",Construction,MEIL,,U45202TG2006PLC050372
09/May/2019,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,"1,00,00,000",Construction,MEIL,,U45202TG2006PLC050373
09/May/2019,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,"1,00,00,000",Construction,MEIL,,U45202TG2006PLC050374
09/May/2019,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,"1,00,00,000",Construction,MEIL,,U45202TG2006PLC050375
