Date of Purchase,Company,Amount,Category,Parent Company,Place,company_id
12/Apr/2019,A B C INDIA LIMITED,"1,00,000",Logistics,Others,,
12/Apr/2019,A B C INDIA LIMITED,"1,00,000",Logistics,Others,,
12/Apr/2019,A B C INDIA LIMITED,"10,00,000",Logistics,Others,,
12/Apr/2019,A B C INDIA LIMITED,"10,00,000",Logistics,Others,,
12/Apr/2019,A B C INDIA LIMITED,"1,00,000",Logistics,Others,,
12/Apr/2019,A B C INDIA LIMITED,"1,00,000",Logistics,Others,,
12/Apr/2019,A B C INDIA LIMITED,"1,00,000",Logistics,Others,,
12/Apr/2019,A B C INDIA LIMITED,"10,00,000",Logistics,Others,,
12/Apr/2019,A B C INDIA LIMITED,"1,00,000",Logistics,Others,,
12/Apr/2019,A B C INDIA LIMITED,"1,00,000",Logistics,Others,,
12/Apr/2019,A B C INDIA LIMITED,"1,00,000",Logistics,Others,,
12/Apr/2019,A B C INDIA LIMITED,"1,00,000",Logistics,Others,,
12/Apr/2019,A B C INDIA LIMITED,"1,00,000",Logistics,Others,,
12/Apr/2019,ACROPOLIS MAINTENANCE SERVICES PRIVATE LIMITED,"1,00,000",Others,Others,,
12/Apr/2019,ACROPOLIS MAINTENANCE SERVICES PRIVATE LIMITED,"10,00,000",Others,Others,,
12/Apr/2019,ACROPOLIS MAINTENANCE SERVICES PRIVATE LIMITED,"1,00,000",Others,Others,,
12/Apr/2019,ACROPOLIS MAINTENANCE SERVICES PRIVATE LIMITED,"1,00,000",Others,Others,,
12/Apr/2019,ACROPOLIS MAINTENANCE SERVICES PRIVATE LIMITED,"1,00,000",Others,Others,,
12/Apr/2019,ACROPOLIS MAINTENANCE SERVICES PRIVATE LIMITED,"1,00,000",Others,Others,,
12/Apr/2019,ACROPOLIS MAINTENANCE SERVICES PRIVATE LIMITED,"10,00,000",Others,Others,,
12/Apr/2019,ARIHANT ENTERPRISES,"10,00,000",Chemicals,Others,,
12/Apr/2019,ARIHANT ENTERPRISES,"10,00,000",Chemicals,Others,,
12/Apr/2019,ARIHANT ENTERPRISES,"10,00,000",Chemicals,Others,,
12/Apr/2019,ARIHANT ENTERPRISES,"10,00,000",Chemicals,Others,,
12/Apr/2019,CHOUDHARY GARMENTS,"10,00,000",Garment,Others,,
12/Apr/2019,CHOUDHARY GARMENTS,"10,00,000",Garment,Others,,
12/Apr/2019,ESSEL MINING AND INDS LTD,"1,00,00,000",Mining,Aditya Birla Group,,U51109WB1950PLC018728
12/Apr/2019,ESSEL MINING AND INDS LTD,"1,00,00,000",Mining,Aditya Birla Group,,U51109WB1950PLC018729
12/Apr/2019,ESSEL MINING AND INDS LTD,"10,00,000",Mining,Aditya Birla Group,,U51109WB1950PLC018730
12/Apr/2019,ESSEL MINING AND INDS LTD,"1,00,00,000",Mining,Aditya Birla Group,,U51109WB1950PLC018731
12/Apr/2019,ESSEL MINING AND INDS LTD,"1,00,00,000",Mining,Aditya Birla Group,,U51109WB1950PLC018732
12/Apr/2019,ESSEL MINING AND INDS LTD,"10,00,000",Mining,Aditya Birla Group,,U51109WB1950PLC018733
12/Apr/2019,ESSEL MINING AND INDS LTD,"1,00,00,000",Mining,Aditya Birla Group,,U51109WB1950PLC018734
12/Apr/2019,ESSEL MINING AND INDS LTD,"1,00,00,000",Mining,Aditya Birla Group,,U51109WB1950PLC018735
12/Apr/2019,ESSEL MINING AND INDS LTD,"10,00,000",Mining,Aditya Birla Group,,U51109WB1950PLC018736
12/Apr/2019,ESSEL MINING AND INDS LTD,"1,00,00,000",Mining,Aditya Birla Group,,U51109WB1950PLC018737
12/Apr/2019,ESSEL MINING AND INDS LTD,"1,00,00,000",Mining,Aditya Birla Group,,U51109WB1950PLC018738
12/Apr/2019,ESSEL MINING AND INDS LTD,"1,00,00,000",Mining,Aditya Birla Group,,U51109WB1950PLC018739
12/Apr/2019,ESSEL MINING AND INDS LTD,"1,00,00,000",Mining,Aditya Birla Group,,U51109WB1950PLC018740
12/Apr/2019,ESSEL MINING AND INDS LTD,"1,00,00,000",Mining,Aditya Birla Group,,U51109WB1950PLC018741
12/Apr/2019,ESSEL MINING AND INDS LTD,"1,00,00,000",Mining,Aditya Birla Group,,U51109WB1950PLC018742
12/Apr/2019,ESSEL MINING AND INDS LTD,"1,00,00,000",Mining,Aditya Birla Group,,U51109WB1950PLC018743
12/Apr/2019,ESSEL MINING AND INDS LTD,"1,00,00,000",Mining,Aditya Birla Group,,U51109WB1950PLC018744
12/Apr/2019,ESSEL MINING AND INDS LTD,"1,00,00,000",Mining,Aditya Birla Group,,U51109WB1950PLC018745
12/Apr/2019,ESSEL MINING AND INDS LTD,"1,00,00,000",Mining,Aditya Birla Group,,U51109WB1950PLC018746
12/Apr/2019,ESSEL MINING AND INDS LTD,"1,00,00,000",Mining,Aditya Birla Group,,U51109WB1950PLC018747
12/Apr/2019,ESSEL MINING AND INDS LTD,"1,00,00,000",Mining,Aditya Birla Group,,U51109WB1950PLC018748
12/Apr/2019,ESSEL MINING AND INDS LTD,"1,00,00,000",Mining,Aditya Birla Group,,U51109WB1950PLC018749
12/Apr/2019,ESSEL MINING AND INDS LTD,"1,00,00,000",Mining,Aditya Birla Group,,U51109WB1950PLC018750
12/Apr/2019,ESSEL MINING AND INDS LTD,"1,00,00,000",Mining,Aditya Birla Group,,U51109WB1950PLC018751
12/Apr/2019,ESSEL MINING AND INDS LTD,"1,00,00,000",Mining,Aditya Birla Group,,U51109WB1950PLC018752
12/Apr/2019,ESSEL MINING AND INDS LTD,"10,00,000",Mining,Aditya Birla Group,,U51109WB1950PLC018753
12/Apr/2019,ESSEL MINING AND INDS LTD,"1,00,00,000",Mining,Aditya Birla Group,,U51109WB1950PLC018754
12/Apr/2019,ESSEL MINING AND INDS LTD,"1,00,00,000",Mining,Aditya Birla Group,,U51109WB1950PLC018755
12/Apr/2019,ESSEL MINING AND INDS LTD,"1,00,00,000",Mining,Aditya Birla Group,,U51109WB1950PLC018756
12/Apr/2019,ESSEL MINING AND INDS LTD,"10,00,000",Mining,Aditya Birla Group,,U51109WB1950PLC018757
12/Apr/2019,ESSEL MINING AND INDS LTD,"1,00,00,000",Mining,Aditya Birla Group,,U51109WB1950PLC018758
12/Apr/2019,ESSEL MINING AND INDS LTD,"10,00,000",Mining,Aditya Birla Group,,U51109WB1950PLC018759
12/Apr/2019,ESSEL MINING AND INDS LTD,"1,00,00,000",Mining,Aditya Birla Group,,U51109WB1950PLC018760
12/Apr/2019,ESSEL MINING AND INDS LTD,"1,00,00,000",Mining,Aditya Birla Group,,U51109WB1950PLC018761
12/Apr/2019,ESSEL MINING AND INDS LTD,"1,00,00,000",Mining,Aditya Birla Group,,U51109WB1950PLC018762
12/Apr/2019,ESSEL MINING AND INDS LTD,"1,00,00,000",Mining,Aditya Birla Group,,U51109WB1950PLC018763
12/Apr/2019,ESSEL MINING AND INDS LTD,"1,00,00,000",Mining,Aditya Birla Group,,U51109WB1950PLC018764
12/Apr/2019,ESSEL MINING AND INDS LTD,"1,00,00,000",Mining,Aditya Birla Group,,U51109WB1950PLC018765
12/Apr/2019,ESSEL MINING AND INDS LTD,"1,00,00,000",Mining,Aditya Birla Group,,U51109WB1950PLC018766
12/Apr/2019,ESSEL MINING AND INDS LTD,"10,00,000",Mining,Aditya Birla Group,,U51109WB1950PLC018767
12/Apr/2019,ESSEL MINING AND INDS LTD,"1,00,00,000",Mining,Aditya Birla Group,,U51109WB1950PLC018768
12/Apr/2019,ESSEL MINING AND INDS LTD,"1,00,00,000",Mining,Aditya Birla Group,,U51109WB1950PLC018769
12/Apr/2019,ESSEL MINING AND INDS LTD,"1,00,00,000",Mining,Aditya Birla Group,,U51109WB1950PLC018770
12/Apr/2019,ESSEL MINING AND INDS LTD,"1,00,00,000",Mining,Aditya Birla Group,,U51109WB1950PLC018771
12/Apr/2019,ESSEL MINING AND INDS LTD,"1,00,00,000",Mining,Aditya Birla Group,,U51109WB1950PLC018772
12/Apr/2019,ESSEL MINING AND INDS LTD,"1,00,00,000",Mining,Aditya Birla Group,,U51109WB1950PLC018773
12/Apr/2019,ESSEL MINING AND INDS LTD,"1,00,00,000",Mining,Aditya Birla Group,,U51109WB1950PLC018774
12/Apr/2019,ESSEL MINING AND INDS LTD,"1,00,00,000",Mining,Aditya Birla Group,,U51109WB1950PLC018775
12/Apr/2019,ESSEL MINING AND INDS LTD,"1,00,00,000",Mining,Aditya Birla Group,,U51109WB1950PLC018776
12/Apr/2019,ESSEL MINING AND INDS LTD,"10,00,000",Mining,Aditya Birla Group,,U51109WB1950PLC018777
12/Apr/2019,ESSEL MINING AND INDS LTD,"1,00,00,000",Mining,Aditya Birla Group,,U51109WB1950PLC018778
12/Apr/2019,ESSEL MINING AND INDS LTD,"1,00,00,000",Mining,Aditya Birla Group,,U51109WB1950PLC018779
12/Apr/2019,ESSEL MINING AND INDS LTD,"10,00,000",Mining,Aditya Birla Group,,U51109WB1950PLC018780
12/Apr/2019,ESSEL MINING AND INDS LTD,"1,00,00,000",Mining,Aditya Birla Group,,U51109WB1950PLC018781
12/Apr/2019,ESSEL MINING AND INDS LTD,"1,00,00,000",Mining,Aditya Birla Group,,U51109WB1950PLC018782
12/Apr/2019,ESSEL MINING AND INDS LTD,"1,00,00,000",Mining,Aditya Birla Group,,U51109WB1950PLC018783
12/Apr/2019,ESSEL MINING AND INDS LTD,"1,00,00,000",Mining,Aditya Birla Group,,U51109WB1950PLC018784
12/Apr/2019,ESSEL MINING AND INDS LTD,"1,00,00,000",Mining,Aditya Birla Group,,U51109WB1950PLC018785
12/Apr/2019,ESSEL MINING AND INDS LTD,"10,00,000",Mining,Aditya Birla Group,,U51109WB1950PLC018786
12/Apr/2019,GRASIM INDUSTRIES LTD,"1,00,00,000",textile,Aditya Birla Group,,
12/Apr/2019,GRASIM INDUSTRIES LTD,"1,00,00,000",textile,Aditya Birla Group,,
12/Apr/2019,GRASIM INDUSTRIES LTD,"1,00,00,000",textile,Aditya Birla Group,,
12/Apr/2019,GRASIM INDUSTRIES LTD,"1,00,00,000",textile,Aditya Birla Group,,
12/Apr/2019,GRASIM INDUSTRIES LTD,"1,00,00,000",textile,Aditya Birla Group,,
12/Apr/2019,GRASIM INDUSTRIES LTD,"1,00,00,000",textile,Aditya Birla Group,,
12/Apr/2019,GRASIM INDUSTRIES LTD,"1,00,00,000",textile,Aditya Birla Group,,
12/Apr/2019,GRASIM INDUSTRIES LTD,"1,00,00,000",textile,Aditya Birla Group,,
12/Apr/2019,GRASIM INDUSTRIES LTD,"1,00,00,000",textile,Aditya Birla Group,,
12/Apr/2019,GRASIM INDUSTRIES LTD,"1,00,00,000",textile,Aditya Birla Group,,
12/Apr/2019,GRASIM INDUSTRIES LTD,"1,00,00,000",textile,Aditya Birla Group,,
12/Apr/2019,GRASIM INDUSTRIES LTD,"1,00,00,000",textile,Aditya Birla Group,,
12/Apr/2019,GRASIM INDUSTRIES LTD,"1,00,00,000",textile,Aditya Birla Group,,
12/Apr/2019,GRASIM INDUSTRIES LTD,"1,00,00,000",textile,Aditya Birla Group,,
12/Apr/2019,GRASIM INDUSTRIES LTD,"1,00,00,000",textile,Aditya Birla Group,,
12/Apr/2019,GRASIM INDUSTRIES LTD,"1,00,00,000",textile,Aditya Birla Group,,
12/Apr/2019,GRASIM INDUSTRIES LTD,"1,00,00,000",textile,Aditya Birla Group,,
12/Apr/2019,GRASIM INDUSTRIES LTD,"1,00,00,000",textile,Aditya Birla Group,,
12/Apr/2019,GRASIM INDUSTRIES LTD,"1,00,00,000",textile,Aditya Birla Group,,
12/Apr/2019,GRASIM INDUSTRIES LTD,"1,00,00,000",textile,Aditya Birla Group,,
12/Apr/2019,HIGHSTREET CRUISES AND ENTERTAINMENT PVT LTD,"10,00,000",Entertainment,Others,,
12/Apr/2019,HIGHSTREET CRUISES AND ENTERTAINMENT PVT LTD,"10,00,000",Entertainment,Others,,
12/Apr/2019,HIGHSTREET CRUISES AND ENTERTAINMENT PVT LTD,"10,00,000",Entertainment,Others,,
12/Apr/2019,INNOCENT MERCHANDISE PVT LTD,"10,00,000",Finance,Others,Kolkata,
12/Apr/2019,INNOCENT MERCHANDISE PVT LTD,"1,00,000",Finance,Others,Kolkata,
12/Apr/2019,INNOCENT MERCHANDISE PVT LTD,"1,00,000",Finance,Others,Kolkata,
12/Apr/2019,INNOCENT MERCHANDISE PVT LTD,"1,00,000",Finance,Others,Kolkata,
12/Apr/2019,INNOCENT MERCHANDISE PVT LTD,"1,00,000",Finance,Others,Kolkata,
12/Apr/2019,INNOCENT MERCHANDISE PVT LTD,"10,00,000",Finance,Others,Kolkata,
12/Apr/2019,INNOCENT MERCHANDISE PVT LTD,"1,00,000",Finance,Others,Kolkata,
12/Apr/2019,KAMLANG SAW & VENEER MILLS PVT LTD,"10,00,000",Manufacturing (Wood Products),Others,,
12/Apr/2019,KAMLANG SAW & VENEER MILLS PVT LTD,"10,00,000",Manufacturing (Wood Products),Others,,
12/Apr/2019,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,"1,00,00,000",Construction,MEIL,,U45202TG2006PLC050271
12/Apr/2019,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,"1,00,00,000",Construction,MEIL,,U45202TG2006PLC050272
12/Apr/2019,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,"1,00,00,000",Construction,MEIL,,U45202TG2006PLC050273
12/Apr/2019,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,"1,00,00,000",Construction,MEIL,,U45202TG2006PLC050274
12/Apr/2019,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,"1,00,00,000",Construction,MEIL,,U45202TG2006PLC050275
12/Apr/2019,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,"1,00,00,000",Construction,MEIL,,U45202TG2006PLC050276
12/Apr/2019,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,"1,00,00,000",Construction,MEIL,,U45202TG2006PLC050277
12/Apr/2019,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,"1,00,00,000",Construction,MEIL,,U45202TG2006PLC050278
12/Apr/2019,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,"1,00,00,000",Construction,MEIL,,U45202TG2006PLC050279
12/Apr/2019,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,"1,00,00,000",Construction,MEIL,,U45202TG2006PLC050280
12/Apr/2019,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,"1,00,00,000",Construction,MEIL,,U45202TG2006PLC050281
12/Apr/2019,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,"1,00,00,000",Construction,MEIL,,U45202TG2006PLC050282
12/Apr/2019,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,"1,00,00,000",Construction,MEIL,,U45202TG2006PLC050283
12/Apr/2019,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,"1,00,00,000",Construction,MEIL,,U45202TG2006PLC050284
12/Apr/2019,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,"1,00,00,000",Construction,MEIL,,U45202TG2006PLC050285
12/Apr/2019,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,"1,00,00,000",Construction,MEIL,,U45202TG2006PLC050286
12/Apr/2019,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,"1,00,00,000",Construction,MEIL,,U45202TG2006PLC050287
12/Apr/2019,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,"1,00,00,000",Construction,MEIL,,U45202TG2006PLC050288
12/Apr/2019,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,"1,00,00,000",Construction,MEIL,,U45202TG2006PLC050289
12/Apr/2019,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,"1,00,00,000",Construction,MEIL,,U45202TG2006PLC050290
12/Apr/2019,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,"1,00,00,000",Construction,MEIL,,U45202TG2006PLC050291
12/Apr/2019,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,"1,00,00,000",Construction,MEIL,,U45202TG2006PLC050292
12/Apr/2019,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,"1,00,00,000",Construction,MEIL,,U45202TG2006PLC050293
12/Apr/2019,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,"1,00,00,000",Construction,MEIL,,U45202TG2006PLC050294
12/Apr/2019,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,"1,00,00,000",Construction,MEIL,,U45202TG2006PLC050295
12/Apr/2019,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,"1,00,00,000",Construction,MEIL,,U45202TG2006PLC050296
12/Apr/2019,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,"1,00,00,000",Construction,MEIL,,U45202TG2006PLC050297
12/Apr/2019,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,"1,00,00,000",Construction,MEIL,,U45202TG2006PLC050298
12/Apr/2019,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,"1,00,00,000",Construction,MEIL,,U45202TG2006PLC050299
12/Apr/2019,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,"1,00,00,000",Construction,MEIL,,U45202TG2006PLC050300
12/Apr/2019,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,"1,00,00,000",Construction,MEIL,,U45202TG2006PLC050301
12/Apr/2019,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,"1,00,00,000",Construction,MEIL,,U45202TG2006PLC050302
12/Apr/2019,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,"1,00,00,000",Construction,MEIL,,U45202TG2006PLC050303
12/Apr/2019,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,"1,00,00,000",Construction,MEIL,,U45202TG2006PLC050304
12/Apr/2019,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,"1,00,00,000",Construction,MEIL,,U45202TG2006PLC050305
12/Apr/2019,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,"1,00,00,000",Construction,MEIL,,U45202TG2006PLC050306
12/Apr/2019,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,"1,00,00,000",Construction,MEIL,,U45202TG2006PLC050307
12/Apr/2019,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,"1,00,00,000",Construction,MEIL,,U45202TG2006PLC050308
12/Apr/2019,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,"1,00,00,000",Construction,MEIL,,U45202TG2006PLC050309
12/Apr/2019,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,"1,00,00,000",Construction,MEIL,,U45202TG2006PLC050310
12/Apr/2019,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,"1,00,00,000",Construction,MEIL,,U45202TG2006PLC050311
12/Apr/2019,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,"1,00,00,000",Construction,MEIL,,U45202TG2006PLC050312
12/Apr/2019,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,"1,00,00,000",Construction,MEIL,,U45202TG2006PLC050313
12/Apr/2019,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,"1,00,00,000",Construction,MEIL,,U45202TG2006PLC050314
12/Apr/2019,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,"1,00,00,000",Construction,MEIL,,U45202TG2006PLC050315
12/Apr/2019,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,"1,00,00,000",Construction,MEIL,,U45202TG2006PLC050316
12/Apr/2019,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,"1,00,00,000",Construction,MEIL,,U45202TG2006PLC050317
12/Apr/2019,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,"1,00,00,000",Construction,MEIL,,U45202TG2006PLC050318
12/Apr/2019,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,"1,00,00,000",Construction,MEIL,,U45202TG2006PLC050319
12/Apr/2019,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,"1,00,00,000",Construction,MEIL,,U45202TG2006PLC050320
12/Apr/2019,MERLIN RECREATION PVT LTD,"1,00,000",Real estate,Others,,
12/Apr/2019,MERLIN RECREATION PVT LTD,"10,00,000",Real estate,Others,,
12/Apr/2019,MERLIN RECREATION PVT LTD,"1,00,000",Real estate,Others,,
12/Apr/2019,MERLIN RECREATION PVT LTD,"1,00,000",Real estate,Others,,
12/Apr/2019,MERLIN RECREATION PVT LTD,"10,00,000",Real estate,Others,,
12/Apr/2019,MERLIN RECREATION PVT LTD,"1,00,000",Real estate,Others,,
12/Apr/2019,MERLIN RECREATION PVT LTD,"1,00,000",Real estate,Others,,
12/Apr/2019,MSPL LTD,"1,00,00,000",Mining,Others,,
12/Apr/2019,MYRIAD DEVELOPERS,"1,00,000",Construction,Others,,
12/Apr/2019,MYRIAD DEVELOPERS,"1,00,000",Construction,Others,,
12/Apr/2019,MYRIAD DEVELOPERS,"1,00,000",Construction,Others,,
12/Apr/2019,MYRIAD DEVELOPERS,"1,00,000",Construction,Others,,
12/Apr/2019,MYRIAD DEVELOPERS,"10,00,000",Construction,Others,,
12/Apr/2019,MYRIAD DEVELOPERS,"1,00,000",Construction,Others,,
12/Apr/2019,OMKAR VENTURES PVT LTD,"1,00,00,000",Others,Others,,
12/Apr/2019,OMKAR VENTURES PVT LTD,"1,00,00,000",Others,Others,,
12/Apr/2019,OMKAR VENTURES PVT LTD,"1,00,00,000",Others,Others,,
12/Apr/2019,OMKAR VENTURES PVT LTD,"1,00,00,000",Others,Others,,
12/Apr/2019,PATEL HIGHWAY MANAGEMENT PVT LTD,"1,00,00,000",Construction,Others,,
12/Apr/2019,PHL FINIVEST PVT LTD,"1,00,00,000",Finance,Others,,
12/Apr/2019,PHL FINIVEST PVT LTD,"1,00,00,000",Finance,Others,,
12/Apr/2019,PHL FINIVEST PVT LTD,"1,00,00,000",Finance,Others,,
12/Apr/2019,PHL FINIVEST PVT LTD,"1,00,00,000",Finance,Others,,
12/Apr/2019,PHL FINIVEST PVT LTD,"1,00,00,000",Finance,Others,,
12/Apr/2019,PHL FINIVEST PVT LTD,"1,00,00,000",Finance,Others,,
12/Apr/2019,PHL FINIVEST PVT LTD,"1,00,00,000",Finance,Others,,
12/Apr/2019,PHL FINIVEST PVT LTD,"1,00,00,000",Finance,Others,,
12/Apr/2019,PHL FINIVEST PVT LTD,"1,00,00,000",Finance,Others,,
12/Apr/2019,PHL FINIVEST PVT LTD,"1,00,00,000",Finance,Others,,
12/Apr/2019,PHL FINIVEST PVT LTD,"1,00,00,000",Finance,Others,,
12/Apr/2019,PHL FINIVEST PVT LTD,"1,00,00,000",Finance,Others,,
12/Apr/2019,PHL FINIVEST PVT LTD,"1,00,00,000",Finance,Others,,
12/Apr/2019,PHL FINIVEST PVT LTD,"1,00,00,000",Finance,Others,,
12/Apr/2019,PHL FINIVEST PVT LTD,"1,00,00,000",Finance,Others,,
12/Apr/2019,PHL FINIVEST PVT LTD,"1,00,00,000",Finance,Others,,
12/Apr/2019,PHL FINIVEST PVT LTD,"1,00,00,000",Finance,Others,,
12/Apr/2019,PHL FINIVEST PVT LTD,"1,00,00,000",Finance,Others,,
12/Apr/2019,PHL FINIVEST PVT LTD,"1,00,00,000",Finance,Others,,
12/Apr/2019,PHL FINIVEST PVT LTD,"1,00,00,000",Finance,Others,,
12/Apr/2019,PHL FINIVEST PVT LTD,"1,00,00,000",Finance,Others,,
12/Apr/2019,PHL FINIVEST PVT LTD,"1,00,00,000",Finance,Others,,
12/Apr/2019,PHL FINIVEST PVT LTD,"1,00,00,000",Finance,Others,,
12/Apr/2019,PHL FINIVEST PVT LTD,"1,00,00,000",Finance,Others,,
12/Apr/2019,PHL FINIVEST PVT LTD,"1,00,00,000",Finance,Others,,
12/Apr/2019,PHL FINIVEST PVT LTD,"1,00,00,000",Finance,Others,,
12/Apr/2019,PHL FINIVEST PVT LTD,"1,00,00,000",Finance,Others,,
12/Apr/2019,PHL FINIVEST PVT LTD,"1,00,00,000",Finance,Others,,
12/Apr/2019,PHL FINIVEST PVT LTD,"1,00,00,000",Finance,Others,,
12/Apr/2019,PHL FINIVEST PVT LTD,"1,00,00,000",Finance,Others,,
12/Apr/2019,PHL FINIVEST PVT LTD,"1,00,00,000",Finance,Others,,
12/Apr/2019,PHL FINIVEST PVT LTD,"1,00,00,000",Finance,Others,,
12/Apr/2019,PHL FINIVEST PVT LTD,"1,00,00,000",Finance,Others,,
12/Apr/2019,PHL FINIVEST PVT LTD,"1,00,00,000",Finance,Others,,
12/Apr/2019,PHL FINIVEST PVT LTD,"1,00,00,000",Finance,Others,,
12/Apr/2019,PHL FINIVEST PVT LTD,"1,00,00,000",Finance,Others,,
12/Apr/2019,PHL FINIVEST PVT LTD,"1,00,00,000",Finance,Others,,
12/Apr/2019,PHL FINIVEST PVT LTD,"1,00,00,000",Finance,Others,,
12/Apr/2019,PHL FINIVEST PVT LTD,"1,00,00,000",Finance,Others,,
12/Apr/2019,PHL FINIVEST PVT LTD,"1,00,00,000",Finance,Others,,
12/Apr/2019,PIRAMAL CAPITAL AND HOUSING FINANCE LTD,"1,00,00,000",Finance,Piramal,,
12/Apr/2019,PIRAMAL CAPITAL AND HOUSING FINANCE LTD,"1,00,00,000",Finance,Piramal,,
12/Apr/2019,PIRAMAL CAPITAL AND HOUSING FINANCE LTD,"1,00,00,000",Finance,Piramal,,
12/Apr/2019,PIRAMAL CAPITAL AND HOUSING FINANCE LTD,"1,00,00,000",Finance,Piramal,,
12/Apr/2019,PIRAMAL CAPITAL AND HOUSING FINANCE LTD,"1,00,00,000",Finance,Piramal,,
12/Apr/2019,PIRAMAL CAPITAL AND HOUSING FINANCE LTD,"1,00,00,000",Finance,Piramal,,
12/Apr/2019,PIRAMAL CAPITAL AND HOUSING FINANCE LTD,"1,00,00,000",Finance,Piramal,,
12/Apr/2019,PIRAMAL CAPITAL AND HOUSING FINANCE LTD,"1,00,00,000",Finance,Piramal,,
12/Apr/2019,PIRAMAL CAPITAL AND HOUSING FINANCE LTD,"1,00,00,000",Finance,Piramal,,
12/Apr/2019,PIRAMAL CAPITAL AND HOUSING FINANCE LTD,"1,00,00,000",Finance,Piramal,,
12/Apr/2019,PIRAMAL ENTERPRISES LTD,"1,00,00,000",pharmaceutical,Piramal,,
12/Apr/2019,PIRAMAL ENTERPRISES LTD,"1,00,00,000",pharmaceutical,Piramal,,
12/Apr/2019,PIRAMAL ENTERPRISES LTD,"1,00,00,000",pharmaceutical,Piramal,,
12/Apr/2019,PIRAMAL ENTERPRISES LTD,"1,00,00,000",pharmaceutical,Piramal,,
12/Apr/2019,PIRAMAL ENTERPRISES LTD,"1,00,00,000",pharmaceutical,Piramal,,
12/Apr/2019,PIRAMAL ENTERPRISES LTD,"1,00,00,000",pharmaceutical,Piramal,,
12/Apr/2019,PIRAMAL ENTERPRISES LTD,"1,00,00,000",pharmaceutical,Piramal,,
12/Apr/2019,PIRAMAL ENTERPRISES LTD,"1,00,00,000",pharmaceutical,Piramal,,
12/Apr/2019,PIRAMAL ENTERPRISES LTD,"1,00,00,000",pharmaceutical,Piramal,,
12/Apr/2019,PIRAMAL ENTERPRISES LTD,"1,00,00,000",pharmaceutical,Piramal,,
12/Apr/2019,PONUGOTI HEMENDAR RAO,"1,00,000",individuals,Others,,
12/Apr/2019,PONUGOTI HEMENDAR RAO,"1,00,000",individuals,Others,,
12/Apr/2019,PONUGOTI HEMENDAR RAO,"1,00,000",individuals,Others,,
12/Apr/2019,RENUKA INVESTMENTS AND FINANCE LTD,"1,00,00,000",Finance,Others,,
12/Apr/2019,RENUKA INVESTMENTS AND FINANCE LTD,"1,00,00,000",Finance,Others,,
